timestamp,Affordable / Affordability,Biden,Congress / Congressional,DHS / Homeland,Election,Epic Fury,FBI,Home / Housing,Hormuz,ID / Identification,Illegal Alien,Iran,Navy,Nuclear,Save Act / Save America Act,Terrorist / Narcoterrorist,Border,Canada / Canadian,China,Credit,Crypto / Bitcoin,Epstein,Healthcare,Hezbollah,ICE / National Guard,Israel,Kristi / Noem,Radical Left,Schumer,Shutdown / Shut Down,Stock Market,Stupid Question,Supreme Court,Tariff,Tomahawk,Ukraine,World Cup
2026-03-09T00:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.00,,,
2026-03-09T00:08:00Z,,,68.90,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,49.00,,,
2026-03-09T00:09:00Z,,,68.90,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,7.00,,49.00,,,
2026-03-09T00:10:00Z,,,68.90,,,,,,,,,,,,,,,,,,7.00,,20.00,,,,,,,,,7.00,,49.00,,,
2026-03-09T00:13:00Z,,,68.90,,,,,,,,,,,,,,,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,49.00,,,
2026-03-09T00:14:00Z,,,68.90,,,,,,,,,,,,,,,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,49.00,,,
2026-03-09T00:15:00Z,,,68.90,,,,,,,,,,,,,,,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,51.00,,,15.00
2026-03-09T00:19:00Z,,,68.90,,,,,,,,,,,,,,,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,51.00,,,15.00
2026-03-09T00:20:00Z,,,68.90,,,,,,,,,,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,51.00,,,15.00
2026-03-09T00:23:00Z,,,68.90,,,,,,,,,,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,53.11,,,15.00
2026-03-09T00:27:00Z,,,68.90,,,,,,61.00,,,,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,,,7.00,,53.11,,,15.00
2026-03-09T00:33:00Z,,,68.90,,,,,,61.00,,,,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:36:00Z,,,68.90,,31.00,,,,61.00,,,,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:40:00Z,,,68.90,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:42:00Z,57.00,,68.90,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:47:00Z,57.00,64.00,68.90,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:48:00Z,57.00,64.00,68.90,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.00,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:53:00Z,57.00,64.00,68.90,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.00,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:54:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.00,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:55:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.00,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:56:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.00,,,20.00,,49.42,,7.00,,53.11,,,15.00
2026-03-09T00:59:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.47,,,20.00,,49.00,,7.00,,53.11,,,15.00
2026-03-09T01:03:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,,33.64,7.00,13.00,20.00,,55.47,,,20.00,,49.00,,6.00,,53.11,,,15.00
2026-03-09T01:05:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,49.00,22.00,6.00,,53.11,,,15.00
2026-03-09T01:06:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,49.00,22.00,6.20,,53.11,,,15.00
2026-03-09T01:08:00Z,57.00,64.00,68.66,,31.00,,,,61.00,,,97.00,,,,,63.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,51.37,22.00,6.20,,53.11,,,15.00
2026-03-09T01:09:00Z,57.00,64.00,71.00,,31.00,,,,61.00,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,51.37,22.00,6.20,,53.11,,,15.00
2026-03-09T01:10:00Z,57.00,64.00,71.00,,31.00,,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,51.37,22.00,6.20,,53.11,,,15.00
2026-03-09T01:11:00Z,57.00,64.00,71.00,,31.00,,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,51.37,22.00,7.00,,53.11,,,15.00
2026-03-09T01:15:00Z,57.00,64.00,71.00,,31.00,,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.00,,,15.00
2026-03-09T01:17:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.00,,,15.00
2026-03-09T01:18:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.00,,,15.00
2026-03-09T01:20:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:21:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:22:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,33.64,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:31:00Z,57.00,64.00,71.00,,31.00,78.00,,,64.84,,,97.00,,,,,59.00,,54.00,32.57,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:32:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,64.84,,,97.00,,,,,59.00,,54.00,32.57,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:37:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,64.84,,60.00,97.00,,,,,59.00,,54.00,32.57,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:38:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,32.57,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:39:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.60,7.00,,53.11,,,15.00
2026-03-09T01:40:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.00,7.00,,53.11,,,15.00
2026-03-09T01:42:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.00,7.00,,53.00,,,15.00
2026-03-09T01:46:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.00,7.00,,53.00,,,15.00
2026-03-09T01:49:00Z,57.00,64.00,71.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.00,7.00,,54.00,,,15.00
2026-03-09T01:54:00Z,57.00,64.00,69.00,,31.00,78.00,,62.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,52.00,22.00,7.00,,54.00,,,15.54
2026-03-09T01:55:00Z,57.00,64.00,69.00,,31.00,78.00,,65.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,50.00,22.00,7.00,,54.00,,,15.54
2026-03-09T01:58:00Z,57.00,64.00,69.00,,31.00,78.00,,65.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,50.00,22.00,7.00,,54.00,,,15.54
2026-03-09T02:00:00Z,57.00,64.00,69.00,,31.00,78.00,37.50,65.00,67.00,,60.00,97.00,,,,,59.00,,54.00,31.00,7.00,13.00,20.00,,55.47,,,20.00,,50.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:01:00Z,57.00,64.00,69.00,,31.00,78.00,37.50,65.00,67.00,,60.00,97.00,,,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,50.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:03:00Z,57.00,64.00,69.00,,31.00,78.00,37.50,65.00,67.00,,60.00,97.00,,,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,50.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:04:00Z,57.00,64.00,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:05:00Z,57.00,64.00,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:10:00Z,57.00,64.00,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,36.00,54.00,,,15.54
2026-03-09T02:13:00Z,57.00,64.00,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,31.57,54.50,,,15.54
2026-03-09T02:16:00Z,57.00,64.00,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,31.57,54.50,,,15.44
2026-03-09T02:17:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,31.57,54.50,,,15.44
2026-03-09T02:21:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,31.57,54.50,,,15.44
2026-03-09T02:23:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,22.00,7.00,31.57,55.00,,,15.44
2026-03-09T02:24:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,20.00,7.00,31.57,55.00,,,15.44
2026-03-09T02:25:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.00,20.00,7.00,31.57,55.00,,,15.44
2026-03-09T02:26:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.20,20.00,7.00,31.57,55.00,,,15.44
2026-03-09T02:29:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,11.50,20.00,,55.47,,,21.00,,51.20,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:30:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.00,,51.20,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:32:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,76.87,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:33:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:34:00Z,57.00,56.68,69.00,,31.00,78.00,39.47,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:36:00Z,57.00,56.68,69.00,,31.00,78.00,43.45,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:40:00Z,57.00,56.68,69.00,,31.00,78.00,43.45,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,6.66,31.57,55.00,,,15.44
2026-03-09T02:41:00Z,57.00,56.68,69.00,,31.00,78.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,21.20,,52.00,20.26,6.66,31.57,55.00,,,15.44
2026-03-09T02:44:00Z,57.00,56.68,69.00,,31.00,78.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,22.00,,52.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:45:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,,,22.00,,50.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:49:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:52:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:53:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,55.00,,,15.44
2026-03-09T02:57:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T02:58:00Z,57.00,56.68,69.00,,31.00,81.00,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T03:00:00Z,57.00,56.68,69.00,,31.00,82.85,43.61,65.00,67.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,50.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T03:01:00Z,57.00,55.63,69.00,,31.00,82.85,43.61,65.00,69.00,,60.00,97.00,,78.00,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T03:02:00Z,57.00,55.63,69.00,,31.00,82.85,43.61,65.00,69.00,,60.00,97.00,,82.65,,,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T03:03:00Z,57.00,52.00,69.00,,31.00,82.85,43.61,65.00,69.00,,60.00,97.00,,82.65,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,20.26,7.00,31.57,53.00,,,15.44
2026-03-09T03:04:00Z,57.00,52.00,69.00,,31.00,82.85,43.61,65.00,69.00,,60.00,97.00,,82.65,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,20.26,7.00,31.57,54.00,,,15.44
2026-03-09T03:05:00Z,57.00,52.00,69.00,,31.00,87.00,43.61,65.00,70.00,,60.00,97.00,,82.65,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:06:00Z,57.00,52.00,69.00,,31.00,87.00,43.61,65.00,70.00,,60.00,97.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:08:00Z,57.00,52.00,69.00,,31.00,87.00,43.61,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:11:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.00,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:12:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,22.44,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:13:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,25.00,,52.00,22.00,7.00,31.57,54.00,,,15.44
2026-03-09T03:14:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,25.00,,53.00,22.00,7.00,31.57,54.11,,,15.44
2026-03-09T03:15:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,25.00,,53.00,22.00,7.00,31.57,54.11,,,15.44
2026-03-09T03:17:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,25.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:18:00Z,57.00,52.00,69.00,,31.00,87.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:19:00Z,57.00,52.00,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,14.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:21:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:22:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:25:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,35.00,54.11,,,15.44
2026-03-09T03:26:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,54.11,,,15.44
2026-03-09T03:28:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.19,,86.00,59.00,,49.00,31.00,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,54.11,,,15.44
2026-03-09T03:29:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.00,59.00,,49.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,54.11,,,15.44
2026-03-09T03:31:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.70,59.00,,49.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,54.11,,,15.44
2026-03-09T03:36:00Z,57.00,58.44,69.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.70,59.00,,49.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:38:00Z,57.00,58.44,75.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.70,59.00,,49.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:43:00Z,57.00,58.44,75.00,,31.00,82.00,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.70,59.00,,49.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:45:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,70.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:47:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:48:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.47,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:49:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:53:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.00,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T03:58:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T04:00:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,32.00,53.00,,,15.44
2026-03-09T04:06:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,55.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,32.00,54.00,,,15.44
2026-03-09T04:13:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,54.00,31.77,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,32.00,54.00,,,15.44
2026-03-09T04:14:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,54.00,33.00,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,32.00,54.00,,,15.44
2026-03-09T04:15:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,60.00,98.00,,82.00,,86.70,59.00,,54.00,33.00,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,35.00,54.00,,,15.44
2026-03-09T04:20:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,57.00,98.00,,82.00,,86.70,59.00,,54.00,33.00,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,35.00,54.00,,,15.44
2026-03-09T04:24:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,57.00,98.00,,82.00,,86.70,59.00,,55.00,33.00,7.00,15.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,35.00,54.00,,,15.44
2026-03-09T04:30:00Z,57.00,58.44,75.00,,31.00,79.32,43.00,65.00,68.00,,57.00,98.00,,82.00,,86.70,59.00,,55.00,33.00,7.00,12.00,20.00,,55.00,88.00,,24.00,,53.58,22.00,7.00,35.00,54.00,,,15.44
